step	loss
0	0.18591660261154175
1	0.07754047960042953
2	0.059014253318309784
3	0.047689925879240036
4	0.040493644773960114
5	0.03551681339740753
6	0.03192958980798721
7	0.029226668179035187
8	0.027156127616763115
